,pattern,sup
482,"['get', 'back', 'thanks']",1.8808084894205284e-06
483,"['get', 'full']",3.7748384369149e-05
484,"['get', 'full', 'email']",7.11657266267227e-07
485,"['get', 'full', 'address']",8.13322590019688e-07
486,"['get', 'full', 'name']",7.11657266267227e-07
487,"['get', 'name']",2.26490306214894e-05
488,"['get', 'name', 'email']",7.11657266267227e-07
489,"['get', 'name', 'address']",7.11657266267227e-07
490,"['get', 'dyson']",1.88741921845745e-05
491,"['get', 'dyson', 'india']",6.09991942514766e-07
492,"['get', 'india']",1.50993537476596e-05
493,"['get', 'kelly']",1.50993537476596e-05
494,"['get', 'gear']",1.50993537476596e-05
495,"['get', 'take']",3.6490104890177366e-05
496,"['get', 'take', 'look']",7.11657266267227e-07
497,"['get', 'time']",1.7615912705602868e-05
498,"['get', 'happy']",1.50993537476596e-05
499,"['get', 'contact']",2.1390751142517767e-05
500,"['get', 'details']",2.3907310100461033e-05
501,"['get', 'new']",1.88741921845745e-05
502,"['get', 'nicola']",1.88741921845745e-05
503,"['get', 'sorted']",5.033117915886533e-05
504,"['get', 'sorted', 'thanks']",9.658205756483795e-07
505,"['get', 'possible']",1.50993537476596e-05
506,"['get', 'send']",3.5231825411205736e-05
507,"['get', 'send', 'us']",9.658205756483795e-07
508,"['get', 'send', 'dm']",8.641552518959185e-07
509,"['get', 'free']",1.88741921845745e-05
510,"['get', 'abbie']",1.50993537476596e-05
511,"['get', 'dave']",3.271526645326247e-05
512,"['get', 'ready']",2.26490306214894e-05
513,"['get', 'started']",1.50993537476596e-05
514,"['get', 'resolved']",1.88741921845745e-05
515,['answer'],0.005597629239380968
516,"['answer', 'becca']",2.5165589579432666e-05
517,"['answer', 'customers']",2.64238690584043e-05
518,"['answer', 'customers', 'becca']",1.01665323752461e-06
519,['soon'],0.023131379650971354
520,"['soon', 'already']",2.26490306214894e-05
521,"['soon', 'already', 'thank']",6.09991942514766e-07
522,"['soon', 'already', 'jo']",8.13322590019688e-07
523,"['soon', 'already', 'patience']",6.608246043909965e-07
524,"['soon', 'let']",1.7615912705602868e-05
525,"['soon', 'let', 'know']",7.11657266267227e-07
526,"['soon', 'know']",1.7615912705602868e-05
527,"['soon', 'thanks']",5.7880856032695136e-05
528,"['soon', 'rebecca']",1.6357633226631235e-05
529,"['soon', 'information']",2.1390751142517767e-05
530,"['soon', 'jo']",2.3907310100461033e-05
531,"['soon', 'nicola']",1.7615912705602868e-05
532,"['soon', 'thank']",3.1456986974290834e-05
533,"['soon', 'thank', 'patience']",1.01665323752461e-06
